source,target
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.51,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.57,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.17,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.56,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.16,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.52,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.15,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.14,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.19,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.18,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.13,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.12,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.10,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.28,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.25,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.11,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.29,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.20,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.26,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.24,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.21,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.39,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.22,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.38,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.37,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.23,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.36,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.30,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.35,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.31,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.33,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.49,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.32,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.48,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.41,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.34,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.40,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.47,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.42,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.45,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.43,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.24.10,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.46,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.254,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.server.feature:5.23.44,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.253,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.256,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.255,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.250,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.252,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.251,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.247,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.246,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.249,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.248,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.265,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.264,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.267,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.266,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.261,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.263,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.262,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.258,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.260,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.257,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.259,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.275,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.278,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.272,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.276,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.271,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.277,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.274,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.273,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.270,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.269,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.268,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.282,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.283,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.285,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.281,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.279,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.284,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.201,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.280,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.200,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.210,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.211,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.207,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.206,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.212,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.209,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.208,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.202,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.203,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.205,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.221,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.204,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.220,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.223,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.222,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.218,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.219,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.217,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.213,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.216,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.215,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.232,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.231,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.234,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.233,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.230,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.229,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.228,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.227,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.226,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.225,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.224,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.243,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.242,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.244,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.245,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.241,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.240,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.236,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.235,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.239,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.238,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.237,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.154,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.157,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.155,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.156,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.151,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.150,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.153,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.152,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.148,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.149,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.166,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.165,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.168,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.167,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.164,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.163,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.160,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.161,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.159,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.158,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.177,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.176,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.179,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.178,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.173,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.172,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.175,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.174,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.171,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.169,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.188,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.170,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.187,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.184,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.189,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.183,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
org.wso2.carbon.identity.server.api:org.wso2.carbon.identity.api.server.cors.v1:1.0.185,org.wso2.carbon.identity.framework:org.wso2.carbon.identity.cors.mgt.core
